,label,A_APPROVED,A_Accepted,A_Activated,A_CANCELLED,A_DECLINED,A_Finalized,A_Partly_submetted,A_Preaccepted,A_Registered,A_Submitted,O_Accepted,O_Cancelled,O_Created,O_Declined,O_Selected,O_Sent,O_Sent_back,W_Assess_fraude,W_Assessing_application,W_Calling_after_sent_offers,W_Calling_to_add_info_app,W_Change_contact_details,W_Filling_info_application,W_Fixing_incoming_lead
164,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
166,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,3
167,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,7
168,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
169,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,11,3
170,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3
172,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,6,8,9,0,7,0
173,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5
174,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
175,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
177,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,0,5,0
178,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
179,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,15,15,0,5,3
180,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
181,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
182,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
183,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,31,0
184,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,10,9,5,0,5,0
185,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,5,3,0,0,9,0
186,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
187,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,6,5,11,0,7,3
188,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,6,26,13,0,5,5
189,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
190,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,17,0,0,41,0
191,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
192,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
193,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,3,0,0,3,0
194,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
195,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,10,3,5,0,3,0
196,2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0
197,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,15,0,0,9,3
198,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,33,0,0,3,3
199,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
200,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
201,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
202,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,8,5,3,0,11,0
203,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,20,0,0,5,0
204,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,8,5,9,0,11,0
205,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
207,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,5,7,0,0,5,0
208,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,2,0,11,9,26,0,3,3
209,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,6,3,25,0,3,0
211,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
212,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,18,0,0,3,0
213,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
214,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
215,0,0,1,0,0,1,1,1,1,0,1,0,1,2,1,2,2,2,0,6,11,31,0,5,0
216,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,5
217,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
218,2,0,1,0,1,0,1,1,1,0,1,0,2,2,0,2,2,0,0,0,10,0,0,3,0
219,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,17
222,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,7,0,0,7,0
223,1,1,1,1,0,0,1,1,1,1,1,1,2,3,0,3,3,1,0,8,8,20,0,3,0
224,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,5,3,0,0,3,0
225,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,5,5,0,0,5,0
226,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
227,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,3,0,0,3,0
228,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,15,19,40,0,5,0
229,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3
230,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,5,15,0,0,5,3
231,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,32,0,0,3,0
232,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,6,10,7,0,11,0
233,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,5,0,0,3,0
235,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,6,11,7,0,21,3
236,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0
237,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,8,5,7,0,3,3
238,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,3,0,0,5,0
240,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
241,0,0,1,0,0,1,1,1,1,0,1,0,2,3,1,3,3,1,0,5,21,7,0,5,3
242,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5
244,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,0
245,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,10,3,5,0,3,0
246,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3
247,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,0
249,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,9,7,16,0,5,0
251,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,0,0,1,0,0,1,1,1,1,0,1,0,0,1,1,1,1,1,0,3,3,0,0,5,3
253,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
254,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0
255,1,1,1,1,0,0,1,1,1,1,1,1,1,2,0,2,2,1,0,3,12,7,0,7,3
256,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,23,3
257,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,3
258,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,0,3,3,0,0,5,0
259,2,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15,3
260,2,0,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,0,0,0,24,0,0,3,0
